"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-01","6.71","0.00","0.0","29.1","36"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-02","4.03","0.00","0.0","28.0","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-03","13.20","0.00","0.0","28.0","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-04","12.30","0.00","0.0","28.0","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-05","9.40","0.00","0.0","27.2","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-06","5.59","0.00","0.0","27.2","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-07","2.91","0.00","0.0","27.2","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-08","8.28","0.00","0.0","26.0","44"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-09","9.62","0.00","0.0","25.2","46"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-10","11.63","0.00","0.0","24.0","46"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-11","4.47","0.00","0.0","22.8","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-12","2.91","0.00","0.0","22.8","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-13","10.96","0.00","0.0","22.0","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-14","8.50","0.00","0.0","18.9","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-15","10.51","0.00","0.0","18.9","39"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-16","6.49","0.00","0.0","16.9","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-17","9.17","0.00","0.0","16.9","46"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-18","10.51","0.00","0.0","16.9","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-19","10.96","0.00","0.0","16.1","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-20","10.51","0.06","1.8","16.1","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-21","8.28","0.00","0.0","16.1","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-22","6.49","0.00","0.0","15.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-23","4.92","0.00","0.0","13.0","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-24","8.05","0.00","0.0","11.8","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-25","5.14","0.02","0.0","11.8","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-26","4.25","0.00","0.0","9.8","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-27","3.13","0.00","0.0","9.1","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-28","4.25","0.00","0.0","7.1","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-29","3.80","0.00","0.0","5.1","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-04-30","5.59","0.07","0.0","3.9","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-01","6.04","0.15","0.7","3.9","43"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-02","5.82","0.00","0.0","3.1","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-03","3.58","0.00","0.0","2.0","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-04","8.05","0.00","0.0","0.0","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-05","6.04","0.00","0.0","0.0","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-06","5.82","0.00","0.0","0.0","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-07","4.25","0.00","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-08","5.14","0.00","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-09","10.51","0.00","0.0","0.0","71"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-10","4.47","0.00","0.0","0.0","72"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-11","8.72","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-12","5.37","0.00","0.0","0.0","58"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-13","4.03","0.00","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-14","7.61","0.07","0.0","0.0","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-15","4.25","0.04","0.0","0.0","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-16","4.70","0.00","0.0","0.0","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-17","2.68","0.00","0.0","0.0","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-18","10.29","0.00","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-19","5.82","0.00","0.0","0.0","64"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-20","4.70","0.05","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-21","4.25","0.32","0.0","0.0","67"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-22","5.82","0.02","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-23","2.91","0.04","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-24","4.92","0.40","0.0","0.0","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-25","2.91","0.01","0.0","0.0","64"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-26","6.04","0.05","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-27","9.17","0.00","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-28","4.92","0.00","0.0","0.0","69"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-29","5.37","0.00","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-30","6.26","0.00","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-05-31","4.47","0.00","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-01","3.80","0.02","0.0","0.0","64"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-02","4.03","0.00","0.0","0.0","72"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-03","4.92","0.00","0.0","0.0","74"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-04","5.59","0.00","0.0","0.0","74"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-05","3.80","0.14","0.0","0.0","74"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-06","5.59","0.00","0.0","0.0","73"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-07","4.92","0.00","0.0","0.0","67"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-08","3.13","0.05","0.0","0.0","71"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-09","5.37","0.00","0.0","0.0","71"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-10","8.05","0.08","0.0","0.0","58"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-11","8.05","0.13","0.0","0.0","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-12","1.12","0.00","0.0","0.0","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-13","2.24","0.00","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-14","6.71","0.02","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-15","3.80","0.00","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-16","2.68","0.00","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-17","4.70","0.02","0.0","0.0","69"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-18","5.82","0.00","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-19","4.70","0.01","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-20","3.80","0.00","0.0","0.0","79"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-21","5.59","0.00","0.0","0.0","86"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-22","8.50","0.01","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-23","5.82","0.00","0.0","0.0","71"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-24","3.80","0.00","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-25","2.91","0.00","0.0","0.0","76"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-26","4.47","0.00","0.0","0.0","75"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-27","1.34","0.00","0.0","0.0","76"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-28","4.70","0.08","0.0","0.0","69"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-29","2.91","0.00","0.0","0.0","72"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-06-30","3.80","0.01","0.0","0.0","71"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-01","4.92","0.23","0.0","0.0","74"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-02","7.38","0.00","0.0","0.0","75"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-03","5.82","0.00","0.0","0.0","78"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-04","5.14","0.00","0.0","0.0","78"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-05","5.37","0.18","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-06","2.46","0.00","0.0","0.0","72"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-07","2.91","0.00","0.0","0.0","80"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-08","5.37","0.00","0.0","0.0","69"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-09","3.80","0.00","0.0","0.0","72"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-10","3.13","0.00","0.0","0.0","71"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-11","4.92","0.33","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-12","4.92","0.00","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-13","5.82","0.00","0.0","0.0","76"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-14","5.14","0.00","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-15","4.25","0.05","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-16","7.16","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-17","5.82","0.03","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-18","3.36","0.00","0.0","0.0","73"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-19","6.93","0.01","0.0","0.0","72"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-20","4.92","0.00","0.0","0.0","76"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-21","3.13","0.00","0.0","0.0","83"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-22","3.36","0.00","0.0","0.0","88"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-23","2.68","0.00","0.0","0.0","86"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-24","2.24","0.00","0.0","0.0","86"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-25","2.24","0.00","0.0","0.0","82"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-26","4.25","0.00","0.0","0.0","78"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-27","4.25","0.18","0.0","0.0","75"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-28","2.68","0.00","0.0","0.0","75"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-29","2.46","0.00","0.0","0.0","81"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-30","2.91","0.00","0.0","0.0","80"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-07-31","3.13","0.00","0.0","0.0","82"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-01","6.71","0.00","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-02","3.80","0.00","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-03","2.91","0.00","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-04","2.01","0.00","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-05","6.04","1.00","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-06","4.92","0.49","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-07","6.71","0.00","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-08","3.36","0.06","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-09","3.80","0.00","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-10","2.01","0.00","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-11","2.24","0.00","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-12","4.03","0.00","0.0","0.0","72"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-13","3.36","0.84","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-14","4.47","0.29","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-15","5.37","0.05","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-16","6.49","0.00","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-17","7.61","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-18","4.70","0.00","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-19","2.91","0.00","0.0","0.0","69"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-20","3.58","0.00","0.0","0.0","71"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-21","4.92","0.13","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-22","5.82","0.08","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-23","4.03","0.06","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-24","5.59","0.54","0.0","0.0","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-25","2.91","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-26","2.24","0.17","0.0","0.0","58"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-27","5.59","0.09","0.0","0.0","60"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-28","8.28","0.00","0.0","0.0","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-29","3.80","0.00","0.0","0.0","60"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-30","6.71","0.35","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-08-31","4.03","0.00","0.0","0.0","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-01","6.93","0.13","0.0","0.0","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-02","6.93","0.14","0.0","0.0","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-03","5.82","0.00","0.0","0.0","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-04","5.82","0.03","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-05","3.58","0.00","0.0","0.0","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-06","3.58","0.00","0.0","0.0","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-07","9.84","0.00","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-08","4.03","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-09","2.68","0.00","0.0","0.0","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-10","1.12","0.00","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-11","2.01","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-12","3.80","0.00","0.0","0.0","58"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-13","3.13","0.00","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-14","6.49","0.00","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-15","3.80","0.00","0.0","0.0","60"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-16","1.12","0.05","0.0","0.0","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-17","2.01","0.00","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-18","1.79","0.05","0.0","0.0","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-19","0.89","0.06","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-20","2.46","0.20","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-21","4.25","0.41","0.0","0.0","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-22","4.47","0.47","0.0","0.0","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-23","4.70","0.19","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-24","6.04","0.05","0.0","0.0","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-25","6.04","0.08","0.0","0.0","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-26","3.80","0.00","0.0","0.0","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-27","6.71","0.00","0.0","0.0","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-28","9.17","0.00","0.0","0.0","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-29","6.49","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-09-30","1.34","0.00","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-01","6.04","0.00","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-02","2.01","0.00","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-03","3.13","0.00","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-04","5.14","0.00","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-05","2.68","0.00","0.0","0.0","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-06","3.58","0.00","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-07","5.14","0.00","0.0","0.0","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-08","2.24","0.00","0.0","0.0","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-09","5.14","0.00","0.0","0.0","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-10","5.82","0.05","0.0","0.0","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-11","2.24","0.10","0.0","0.0","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-12","2.01","0.00","0.0","0.0","46"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-13","3.36","0.01","0.0","0.0","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-14","2.46","0.00","0.0","0.0","46"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-15","5.82","0.06","0.0","0.0","45"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-16","4.03","0.13","0.0","0.0","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-17","1.12","0.00","0.0","0.0","45"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-18","1.79","0.00","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-19","6.04","0.07","0.0","0.0","44"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-20","4.47","0.06","0.1","0.0","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-21","3.80","0.00","0.0","0.0","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-22","1.12","0.00","0.0","0.0","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-23","8.05","0.02","0.0","0.0","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-24","2.24","0.00","0.0","0.0","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-25","2.46","0.00","0.0","0.0","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-26","2.01","0.00","0.0","0.0","39"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-27","2.01","0.00","0.0","0.0","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-28","8.05","0.02","0.3","0.0","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-29","3.80","0.00","0.3","0.0","21"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-30","0.89","0.00","0.0","0.0","17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-10-31","1.79","0.00","0.0","0.0","18"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-01","0.45","0.00","0.0","0.0","22"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-02","1.12","0.00","0.0","0.0","24"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-03","0.45","0.00","0.0","0.0","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-04","0.67","0.00","0.0","0.0","16"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-05","1.34","0.00","0.0","0.0","11"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-06","1.12","0.00","0.0","0.0","13"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-07","0.00","0.00","0.0","0.0","18"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-08","0.22","0.00","0.0","0.0","18"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-09","1.57","0.03","0.3","1.2","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-10","2.91","0.00","0.0","1.2","25"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-11","4.70","0.05","0.8","2.0","26"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-12","8.50","0.05","0.6","2.0","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-13","11.41","0.32","6.3","2.0","21"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-11-14","7.83","0.08","1.5","7.9","18"
